constructorResultsId,raceId,constructorId,points,status
14767,896,5,1,NULL
14768,896,3,0,NULL
14769,896,15,0,NULL
14770,896,206,0,NULL
14771,896,207,0,NULL
14772,897,9,43,NULL
14773,897,131,21,NULL
14774,897,208,12,NULL
14775,897,6,14,NULL
14776,897,10,9,NULL
14777,897,1,2,NULL
14778,897,3,0,NULL
14779,897,15,0,NULL
14780,897,5,0,NULL
14781,897,207,0,NULL
14782,897,206,0,NULL
14783,898,9,40,NULL
14784,898,208,18,NULL
14785,898,131,14,NULL
14786,898,6,10,NULL
14787,898,15,8,NULL
14788,898,1,7,NULL
14789,898,3,4,NULL
14790,898,5,0,NULL
14791,898,10,0,NULL
14792,898,206,0,NULL
14793,898,207,0,NULL
14794,899,9,43,NULL
14795,899,6,21,NULL
14796,899,1,20,NULL
14797,899,131,12,NULL
14798,899,15,4,NULL
14799,899,5,1,NULL
14800,899,10,0,NULL
14801,899,208,0,NULL
14802,899,3,0,NULL
14803,899,206,0,NULL
14804,899,207,0,NULL
14808,900,131,25,NULL
14809,900,9,0,NULL
14810,900,1,33,NULL
14811,900,6,18,NULL
14812,900,3,10,NULL
14813,900,10,9,NULL
14814,900,5,6,NULL
14815,900,15,0,NULL
14816,900,206,0,NULL
14817,900,208,0,NULL
14818,900,207,0,NULL
14819,901,131,43,NULL
14820,901,9,15,NULL
14821,901,6,12,NULL
14822,901,10,10,NULL
14823,901,1,10,NULL
14824,901,3,10,NULL
14825,901,5,1,NULL
14826,901,208,0,NULL
14827,901,207,0,NULL
14828,901,206,0,NULL
14829,901,15,0,NULL
14830,902,131,43,NULL
14831,902,10,25,NULL
14832,902,9,20,NULL
14833,902,3,10,NULL
14834,902,6,3,NULL
14835,902,5,0,NULL
14836,902,208,0,NULL
14837,902,206,0,NULL
14838,902,207,0,NULL
14839,902,1,0,NULL
14840,902,15,0,NULL
14841,903,131,43,NULL
14842,903,6,19,NULL
14843,903,9,22,NULL
14844,903,10,10,NULL
14845,903,3,6,NULL
14846,903,5,1,NULL
14847,903,1,0,NULL
14848,903,208,0,NULL
14849,903,15,0,NULL
14850,903,207,0,NULL
14851,903,206,0,NULL
14852,903,3,6,NULL
14853,904,131,43,NULL
14854,904,9,27,NULL
14855,904,3,10,NULL
14856,904,6,14,NULL
14857,904,208,4,NULL
14858,904,10,3,NULL
14859,904,1,0,NULL
14860,904,5,0,NULL
14861,904,15,0,NULL
14862,904,206,0,NULL
14863,904,207,0,NULL
14864,905,131,43,NULL
14865,905,9,15,NULL
14866,905,6,12,NULL
14867,905,10,10,NULL
14868,905,1,9,NULL
14869,905,3,6,NULL
14870,905,208,4,NULL
14871,905,206,2,NULL
14872,905,207,0,NULL
14873,905,15,0,NULL
14874,905,5,0,NULL
14875,906,9,40,NULL
14876,906,131,18,NULL
14877,906,1,14,NULL
14878,906,10,10,NULL
14879,906,6,9,NULL
14880,906,3,6,NULL
14881,906,5,4,NULL
14882,906,15,0,NULL
14883,906,208,0,NULL
14884,906,207,0,NULL
14885,906,206,0,NULL
14886,907,131,43,NULL
14887,907,3,27,NULL
14888,907,6,11,NULL
14889,907,10,10,NULL
14890,907,1,6,NULL
14891,907,9,4,NULL
14892,907,208,0,NULL
14893,907,15,0,NULL
14894,907,206,0,NULL
14895,907,207,0,NULL
14896,907,5,0,NULL
14897,908,131,25,NULL
14898,908,3,18,NULL
14899,908,9,25,NULL
14900,908,1,18,NULL
14901,908,6,8,NULL
14902,908,10,4,NULL
14903,908,5,3,NULL
14904,908,208,0,NULL
14905,908,15,0,NULL
14906,908,206,0,NULL
14907,908,207,0,NULL
14908,909,131,40,NULL
14909,909,3,18,NULL
14910,909,9,20,NULL
14911,909,6,10,NULL
14912,909,10,7,NULL
14913,909,1,6,NULL
14914,909,208,0,NULL
14915,909,5,0,NULL
14916,909,15,0,NULL
14917,909,206,0,NULL
14918,909,207,0,NULL
14919,910,9,31,NULL
14920,910,6,26,NULL
14921,910,131,27,NULL
14922,910,3,14,NULL
14923,910,5,2,NULL
14924,910,1,1,NULL
14925,910,15,0,NULL
14926,910,208,0,NULL
14927,910,206,0,NULL
14928,910,207,0,NULL
14929,910,10,0,NULL
14930,911,9,35,NULL
14931,911,131,18,NULL
14932,911,3,15,NULL
14933,911,6,18,NULL
14934,911,1,8,NULL
14935,911,10,5,NULL
14936,911,5,2,NULL
14937,911,15,0,NULL
14938,911,206,0,NULL
14939,911,207,0,NULL
14940,911,208,0,NULL
14941,912,131,43,NULL
14942,912,3,27,NULL
14943,912,9,18,NULL
14944,912,10,6,NULL
14945,912,1,5,NULL
14946,912,6,2,NULL
14947,912,5,0,NULL
14948,912,208,0,NULL
14949,912,15,0,NULL
14950,912,207,0,NULL
14951,912,206,0,NULL
14952,913,131,25,NULL
14953,913,9,33,NULL
14954,913,6,16,NULL
14955,913,3,10,NULL
14956,913,5,8,NULL
14957,913,10,8,NULL
14958,913,1,1,NULL
14959,913,208,0,NULL
14960,913,207,0,NULL
14961,913,206,0,NULL
14962,913,15,0,NULL
14963,914,131,43,NULL
14964,914,9,27,NULL
14965,914,1,10,NULL
14966,914,3,14,NULL
14967,914,10,5,NULL
14968,914,5,2,NULL
14969,914,6,0,NULL
14970,914,15,0,NULL
14971,914,208,0,NULL
14972,914,207,0,NULL
14973,914,206,0,NULL
14974,915,131,43,NULL
14975,915,3,15,NULL
14976,915,1,22,NULL
14977,915,6,10,NULL
14978,915,9,10,NULL
14979,915,10,1,NULL
14980,915,5,0,NULL
14981,915,15,0,NULL
14982,915,208,0,NULL
14983,915,207,0,NULL
14984,915,206,0,NULL
14987,916,131,43,NULL
14988,916,9,21,NULL
14989,916,3,22,NULL
14990,916,6,8,NULL
14991,916,1,4,NULL
14992,916,5,1,NULL
14993,916,208,2,NULL
14994,916,15,0,NULL
14995,916,10,0,NULL
14996,917,131,43,NULL
14997,917,3,16,NULL
14998,917,1,14,NULL
14999,917,9,10,NULL
15000,917,6,14,NULL
15001,917,10,4,NULL
15002,917,5,0,NULL
15003,917,208,0,NULL
15004,917,15,0,NULL
15005,918,131,50,NULL
15006,918,3,66,NULL
15007,918,9,32,NULL
15008,918,1,20,NULL
15009,918,10,28,NULL
15010,918,6,6,NULL
15011,918,5,0,NULL
15012,918,208,0,NULL
15013,918,15,0,NULL
15014,918,207,0,NULL
15015,926,131,43,NULL
15016,926,6,15,NULL
15017,926,3,12,NULL
15018,926,15,14,NULL
15019,926,9,8,NULL
15020,926,10,7,NULL
15021,926,5,2,NULL
15022,926,1,0,NULL
15023,926,208,0,NULL
15024,927,6,37,NULL
15025,927,131,33,NULL
15026,927,3,18,NULL
15027,927,5,10,NULL
15028,927,9,3,NULL
15029,927,208,0,NULL
15030,927,15,0,NULL
15031,927,10,0,NULL
15032,927,209,0,NULL
15033,927,1,0,NULL
15034,928,131,43,NULL
15035,928,6,27,NULL
15036,928,3,18,NULL
15037,928,208,6,NULL
15038,928,15,5,NULL
15039,928,9,2,NULL
15040,928,10,0,NULL
15041,928,1,0,NULL
15042,928,5,0,NULL
15043,928,209,0,NULL
15044,929,131,40,NULL
15045,929,6,28,NULL
15046,929,3,13,NULL
15047,929,9,10,NULL
15048,929,208,6,NULL
15049,929,10,4,NULL
15050,929,1,0,NULL
15051,929,15,0,NULL
15052,929,209,0,NULL
15053,929,5,0,NULL
15054,930,131,43,NULL
15055,930,6,25,NULL
15056,930,3,20,NULL
15057,930,9,7,NULL
15058,930,208,4,NULL
15059,930,5,2,NULL
15060,930,15,0,NULL
15061,930,10,0,NULL
15062,930,1,0,NULL
15063,930,209,0,NULL
15064,931,131,40,NULL
15065,931,6,26,NULL
15066,931,9,22,NULL
15067,931,10,6,NULL
15068,931,1,4,NULL
15069,931,15,2,NULL
15070,931,5,1,NULL
15071,931,208,0,NULL
15072,931,3,0,NULL
15073,931,209,0,NULL
15074,932,131,43,NULL
15075,932,3,23,NULL
15076,932,6,22,NULL
15077,932,208,7,NULL
15078,932,10,4,NULL
15079,932,9,2,NULL
15080,932,5,0,NULL
15081,932,15,0,NULL
15082,932,209,0,NULL
15083,932,1,0,NULL
15084,933,131,43,NULL
15085,933,3,25,NULL
15086,933,6,12,NULL
15087,933,10,10,NULL
15088,933,208,6,NULL
15089,933,5,4,NULL
15090,933,9,1,NULL
15091,933,15,0,NULL
15092,933,209,0,NULL
15093,933,1,0,NULL
15094,934,131,43,NULL
15095,934,6,19,NULL
15096,934,3,22,NULL
15097,934,9,8,NULL
15098,934,10,8,NULL
15099,934,1,1,NULL
15100,934,15,0,NULL
15101,934,209,0,NULL
15102,934,5,0,NULL
15103,934,208,0,NULL
15104,936,6,25,NULL
15105,936,9,33,NULL
15106,936,5,12,NULL
15107,936,1,12,NULL
15108,936,131,12,NULL
15109,936,208,6,NULL
15110,936,15,1,NULL
15111,936,3,0,NULL
15112,936,209,0,NULL
15113,936,10,0,NULL
15114,937,131,43,NULL
15115,937,208,15,NULL
15116,937,9,12,NULL
15117,937,10,10,NULL
15118,937,3,10,NULL
15119,937,6,6,NULL
15120,937,5,4,NULL
15121,937,15,1,NULL
15122,937,1,0,NULL
15123,937,206,0,NULL
15124,937,209,0,NULL
15125,938,131,25,NULL
15126,938,6,28,NULL
15127,938,3,27,NULL
15128,938,10,14,NULL
15129,938,9,5,NULL
15130,938,15,2,NULL
15131,938,5,0,NULL
15132,938,1,0,NULL
15133,938,209,0,NULL
15134,938,208,0,NULL
15135,939,6,40,NULL
15136,939,9,26,NULL
15137,939,131,12,NULL
15138,939,3,10,NULL
15139,939,10,6,NULL
15140,939,5,6,NULL
15141,939,15,1,NULL
15142,939,208,0,NULL
15143,939,209,0,NULL
15144,939,1,0,NULL
15145,940,131,43,NULL
15146,940,6,27,NULL
15147,940,3,10,NULL
15148,940,10,8,NULL
15149,940,208,10,NULL
15150,940,5,3,NULL
15151,940,1,0,NULL
15152,940,9,0,NULL
15153,940,15,0,NULL
15154,940,209,0,NULL
15155,941,131,25,NULL
15156,941,6,22,NULL
15157,941,10,15,NULL
15158,941,3,12,NULL
15159,941,9,10,NULL
15160,941,15,8,NULL
15161,941,208,6,NULL
15162,941,1,2,NULL
15163,941,5,1,NULL
15164,941,209,0,NULL
15165,941,206,0,NULL
15166,942,131,43,NULL
15167,942,6,15,NULL
15168,942,5,18,NULL
15169,942,10,10,NULL
15170,942,1,8,NULL
15171,942,208,4,NULL
15172,942,15,2,NULL
15173,942,9,1,NULL
15174,942,209,0,NULL
15175,942,3,0,NULL
15176,943,131,43,NULL
15177,943,3,23,NULL
15178,943,9,22,NULL
15179,943,10,10,NULL
15180,943,5,2,NULL
15181,943,208,1,NULL
15182,943,15,0,NULL
15183,943,1,0,NULL
15184,943,206,0,NULL
15185,943,6,0,NULL
15196,943,209,0,NULL
15186,944,131,43,NULL
15187,944,6,27,NULL
15188,944,3,10,NULL
15189,944,10,8,NULL
15190,944,9,6,NULL
15191,944,208,5,NULL
15192,944,5,2,NULL
15193,944,15,0,NULL
15194,944,1,0,NULL
15195,944,209,0,NULL
15197,945,131,43,NULL
15198,945,6,27,NULL
15199,945,10,16,NULL
15200,945,9,9,NULL
15201,945,3,4,NULL
15202,945,208,2,NULL
15203,945,5,0,NULL
15204,945,1,0,NULL
15205,945,15,0,NULL
15206,945,206,0,NULL
15207,945,209,0,NULL
15208,948,131,43,NULL
15209,948,6,15,NULL
15210,948,9,12,NULL
15211,948,3,14,NULL
15212,948,210,8,NULL
15213,948,10,6,NULL
15214,948,5,3,NULL
15215,948,4,0,NULL
15216,948,1,0,NULL
15217,948,15,0,NULL
15218,948,209,0,NULL
15219,949,131,40,NULL
15220,949,6,18,NULL
15221,949,9,18,NULL
15222,949,210,10,NULL
15223,949,5,8,NULL
15224,949,3,6,NULL
15225,949,1,1,NULL
15226,949,4,0,NULL
15227,949,15,0,NULL
15228,949,209,0,NULL
15229,949,10,0,NULL
15230,950,131,31,NULL
15231,950,6,28,NULL
15232,950,9,27,NULL
15233,950,3,9,NULL
15234,950,5,6,NULL
15235,950,10,0,NULL
15236,950,1,0,NULL
15237,950,210,0,NULL
15238,950,15,0,NULL
15239,950,4,0,NULL
15240,950,209,0,NULL
15241,951,131,43,NULL
15242,951,6,15,NULL
15243,951,3,22,NULL
15244,951,1,9,NULL
15245,951,4,6,NULL
15246,951,210,4,NULL
15247,951,10,2,NULL
15248,951,9,0,NULL
15249,951,5,0,NULL
15250,951,15,0,NULL
15251,951,209,0,NULL
15252,952,9,37,NULL
15253,952,6,33,NULL
15254,952,3,14,NULL
15255,952,5,9,NULL
15256,952,10,6,NULL
15257,952,1,2,NULL
15258,952,210,0,NULL
15259,952,15,0,NULL
15260,952,4,0,NULL
15261,952,209,0,NULL
15262,952,131,0,NULL
15263,953,131,31,NULL
15264,953,9,18,NULL
15265,953,10,23,NULL
15266,953,6,12,NULL
15267,953,1,12,NULL
15268,953,5,4,NULL
15269,953,3,1,NULL
15270,953,210,0,NULL
15271,953,209,0,NULL
15272,953,15,0,NULL
15273,953,4,0,NULL
15274,954,131,35,NULL
15275,954,6,26,NULL
15276,954,3,15,NULL
15277,954,9,18,NULL
15278,954,10,5,NULL
15279,954,5,2,NULL
15280,954,1,0,NULL
15281,954,210,0,NULL
15282,954,15,0,NULL
15283,954,4,0,NULL
15284,954,209,0,NULL
15285,955,131,35,NULL
15286,955,6,30,NULL
15287,955,10,17,NULL
15288,955,3,9,NULL
15289,955,9,10,NULL
15290,955,1,0,NULL
15291,955,15,0,NULL
15292,955,210,0,NULL
15293,955,4,0,NULL
15294,955,209,0,NULL
15295,955,5,0,NULL
15296,956,131,37,NULL
15297,956,9,28,NULL
15298,956,6,15,NULL
15299,956,1,8,NULL
15300,956,210,6,NULL
15301,956,5,4,NULL
15302,956,3,2,NULL
15303,956,209,1,NULL
15304,956,4,0,NULL
15305,956,15,0,NULL
15306,956,10,0,NULL
15307,957,131,40,NULL
15308,957,9,30,NULL
15309,957,6,12,NULL
15310,957,10,14,NULL
15311,957,5,5,NULL
15312,957,3,0,NULL
15313,957,1,0,NULL
15314,957,15,0,NULL
15315,957,210,0,NULL
15316,957,4,0,NULL
15317,957,209,0,NULL
15318,958,131,43,NULL
15319,958,9,25,NULL
15320,958,6,20,NULL
15321,958,1,6,NULL
15322,958,5,4,NULL
15323,958,3,2,NULL
15324,958,10,1,NULL
15325,958,4,0,NULL
15326,958,210,0,NULL
15327,958,15,0,NULL
15328,958,209,0,NULL
15329,959,131,37,NULL
15330,959,9,33,NULL
15331,959,6,18,NULL
15332,959,10,7,NULL
15333,959,1,4,NULL
15334,959,3,2,NULL
15335,959,210,0,NULL
15336,959,5,0,NULL
15337,959,4,0,NULL
15338,959,209,0,NULL
15339,959,15,0,NULL
15340,960,131,40,NULL
15341,960,9,18,NULL
15342,960,10,22,NULL
15343,960,6,10,NULL
15344,960,1,6,NULL
15345,960,3,5,NULL
15346,960,210,0,NULL
15347,960,5,0,NULL
15348,960,4,0,NULL
15349,960,209,0,NULL
15350,960,15,0,NULL
15351,961,131,43,NULL
15352,961,6,27,NULL
15353,961,9,16,NULL
15354,961,3,10,NULL
15355,961,10,5,NULL
15356,961,210,0,NULL
15357,961,1,0,NULL
15358,961,5,0,NULL
15359,961,15,0,NULL
15360,961,4,0,NULL
15361,961,209,0,NULL
15362,962,131,40,NULL
15363,962,9,26,NULL
15364,962,6,22,NULL
15365,962,1,6,NULL
15366,962,10,4,NULL
15367,962,5,2,NULL
15368,962,4,1,NULL
15369,962,210,0,NULL
15370,962,3,0,NULL
15371,962,15,0,NULL
15372,962,209,0,NULL
15373,963,9,43,NULL
15374,963,131,15,NULL
15375,963,6,12,NULL
15376,963,3,10,NULL
15377,963,10,12,NULL
15378,963,1,8,NULL
15379,963,4,1,NULL
15380,963,5,0,NULL
15381,963,15,0,NULL
15382,963,209,0,NULL
15383,963,210,0,NULL
15384,964,131,40,NULL
15385,964,9,26,NULL
15386,964,6,22,NULL
15387,964,10,10,NULL
15388,964,3,3,NULL
15389,964,210,0,NULL
15390,964,4,0,NULL
15391,964,5,0,NULL
15392,964,15,0,NULL
15393,964,1,0,NULL
15394,964,209,0,NULL
15395,965,131,43,NULL
15396,965,9,15,NULL
15397,965,6,12,NULL
15398,965,1,12,NULL
15399,965,5,8,NULL
15400,965,3,6,NULL
15401,965,10,4,NULL
15402,965,210,1,NULL
15403,965,4,0,NULL
15404,965,15,0,NULL
15405,965,209,0,NULL
15406,966,131,43,NULL
15407,966,6,18,NULL
15408,966,9,27,NULL
15409,966,10,7,NULL
15410,966,3,6,NULL
15411,966,15,0,NULL
15412,966,1,0,NULL
15413,966,4,0,NULL
15414,966,5,0,NULL
15415,966,210,0,NULL
15416,966,209,0,NULL
15417,967,131,43,NULL
15418,967,9,19,NULL
15419,967,10,18,NULL
15420,967,6,10,NULL
15421,967,5,8,NULL
15422,967,15,2,NULL
15423,967,1,1,NULL
15424,967,3,0,NULL
15425,967,209,0,NULL
15426,967,4,0,NULL
15427,967,210,0,NULL
15428,968,131,43,NULL
15429,968,6,23,NULL
15430,968,9,22,NULL
15431,968,10,10,NULL
15432,968,3,2,NULL
15433,968,1,1,NULL
15434,968,210,0,NULL
